OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU907,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU908,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU909,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
OTU910,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU911,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU912,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] oxidoreducens group,NA
OTU913,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU914,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU915,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU916,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
OTU917,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU918,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
OTU919,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU920,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
OTU921,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU922,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU923,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU924,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU925,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU926,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,NA
OTU927,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group,NA
OTU928,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU929,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU930,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU931,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU932,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU933,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
OTU934,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU935,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU936,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU937,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU938,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU939,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU940,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
OTU941,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA
OTU942,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
OTU943,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU944,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU945,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
OTU946,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU947,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU948,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU949,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU950,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,NA,NA
OTU951,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU952,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
OTU953,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU954,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU955,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU956,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] xylanophilum group,NA
OTU957,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,NA
OTU958,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU959,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU960,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU961,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU962,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] oxidoreducens group,NA
OTU963,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU964,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU965,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU966,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU967,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU968,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU969,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU970,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU971,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU972,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU973,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,NA
OTU974,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU975,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU976,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU977,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU978,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU979,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group,NA
OTU980,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,NA
OTU981,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU982,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU983,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU984,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU985,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU986,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU987,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU988,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU989,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU990,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA
OTU991,Bacteria,NA,NA,NA,NA,NA,NA
OTU992,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU993,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU994,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU995,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU996,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU997,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-008,NA
OTU998,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU999,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1000,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU1001,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus,NA
OTU1002,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU1003,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,NA
OTU1004,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA
OTU1005,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
OTU1006,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,NA
OTU1007,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU1008,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1009,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1010,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1011,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU1012,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1013,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1014,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1015,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1016,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1017,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1018,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1019,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU1020,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1021,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1022,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1023,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1024,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1025,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA
OTU1026,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1027,Bacteria,NA,NA,NA,NA,NA,NA
OTU1028,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1029,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,NA
OTU1030,Bacteria,Firmicutes,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,NA
OTU1031,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-008,NA
OTU1032,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Coriobacteriaceae UCG-002,NA
OTU1033,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1034,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1035,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1036,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1037,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus,NA
OTU1038,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU1039,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA
OTU1040,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
OTU1041,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,NA
OTU1042,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1043,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1044,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU1045,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1046,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU1047,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU1048,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,NA
OTU1049,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus,NA
OTU1050,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1051,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1052,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1053,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1054,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1055,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1056,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU1057,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1058,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1059,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1060,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1061,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1062,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1063,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1064,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1065,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1066,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1067,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1068,Bacteria,NA,NA,NA,NA,NA,NA
OTU1069,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1070,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1071,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1072,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1073,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1074,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,NA
OTU1075,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,NA
OTU1076,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
OTU1077,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1078,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA
OTU1079,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
OTU1080,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU1081,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1082,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
OTU1083,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1084,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU1085,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1086,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
OTU1087,Bacteria,NA,NA,NA,NA,NA,NA
OTU1088,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
OTU1089,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA
OTU1090,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1091,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
OTU1092,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1093,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
OTU1094,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1095,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1096,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1097,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1098,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1099,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1101,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1102,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU1103,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1104,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1105,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1106,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU1107,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1108,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1109,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1110,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU1111,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1112,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1113,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1114,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
OTU1115,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
OTU1116,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU1117,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,NA
OTU1118,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-008,NA
OTU1119,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1120,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1121,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1122,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1123,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1124,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1125,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1126,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU1127,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1128,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
OTU1129,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1130,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU1131,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,NA
OTU1132,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1133,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1134,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1135,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU1136,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA
OTU1137,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,NA
OTU1138,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA
OTU1139,Bacteria,NA,NA,NA,NA,NA,NA
OTU1140,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1141,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU1142,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1143,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU1144,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA
OTU1145,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1146,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1147,Bacteria,NA,NA,NA,NA,NA,NA
OTU1148,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1149,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU1150,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU1151,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU1152,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
